title,release_date,runtime,budget,revenue,popularity,vote_average,vote_count,net_income
League of Gods,2016-07-28,130.0,38000000,0,3.109967,5.0,14.0,-76000000
Mohenjo Daro,2016-08-11,155.0,15050000,16180000,1.423358,6.7,26.0,-13920000
Catatan (Harian) Si Boy,2011-07-01,99.0,0,0,0.324623,6.0,1.0,0
Operation Chromite,2016-07-27,110.0,0,0,17.767346,5.5,32.0,0
Our Last Tango,2015-09-12,85.0,0,0,1.167896,7.0,6.0,0
Spirits Homecoming,2016-02-24,127.0,0,0,1.264456,8.5,5.0,0
The First Monday in May,2016-04-15,91.0,0,0,0.512355,7.6,9.0,0
The Comedian,2013-05-31,80.0,0,0,0.366565,3.7,3.0,0
You Lucky Dog,1998-06-27,0.0,0,0,0.166874,4.8,4.0,0
The Tichborne Claimant,1998-01-01,0.0,0,0,0.001727,0.0,0.0,0
Hologram Man,1995-06-27,101.0,0,0,1.53921,4.0,3.0,0
Lady Day at Emersons Bar & Grill,2016-03-12,97.0,0,0,0.208344,6.7,3.0,0
The Old Mill,1937-11-05,9.0,50663,0,1.628504,7.7,23.0,-101326
Empire of Corpses,2015-10-02,120.0,0,0,0.933088,5.7,11.0,0
Children of the Age,1915-12-02,38.0,0,0,0.272696,5.0,2.0,0
Death of a Shadow,2012-06-04,20.0,0,0,0.84046,7.5,8.0,0
In Search of the Ultra-Sex,2015-09-28,59.0,0,0,0.262111,8.0,1.0,0
A Quiet Passion,2016-10-07,125.0,8138338,1864266,3.55933,7.5,26.0,-14412410
Chosen,2016-08-08,101.0,0,0,1.763859,3.4,9.0,0
The Whole Truth,2016-03-25,93.0,0,0,12.664893,6.3,202.0,0
The Model,2016-02-11,105.0,4000000,0,7.772375,5.9,31.0,-8000000
Sundown,2016-05-16,103.0,0,0,2.060918,5.9,30.0,0
American Honey,2016-09-30,162.0,0,1751330,7.78179,6.5,213.0,1751330
The Houses Are Full of Smoke,1987-01-01,183.0,0,0,0.035294,7.0,1.0,0
Matru Ki Bijlee Ka Mandola,2013-01-11,150.0,838403,0,1.638668,5.6,21.0,-1676806
Black Wax,1983-01-12,79.0,0,0,0.167118,0.0,0.0,0
My Class,2013-10-10,92.0,0,0,0.049983,9.0,1.0,0
Deon Cole: Cole-Blooded Seminar,2016-06-25,50.0,0,0,0.470688,8.3,3.0,0
Artie Lange: The Stench of Failure,2014-10-18,63.0,0,0,0.14776,6.5,2.0,0
Il pretore,2014-04-03,0.0,0,0,0.782061,6.0,1.0,0
Tom Papa: Freaked Out,2013-04-16,59.0,0,0,0.476319,0.0,0.0,0
Abandoned Dead,2015-01-01,77.0,0,0,0.059958,2.0,1.0,0
The 13 Roses,2007-10-19,100.0,0,0,0.842613,6.5,14.0,0
"Falkenau, the Impossible",1988-01-01,52.0,0,0,0.000535,0.0,0.0,0
The Legend of Speed,1999-12-18,109.0,0,0,1.853975,3.3,2.0,0
Out of Love,2016-08-11,95.0,0,0,0.231781,4.8,2.0,0
Sunstruck,1972-12-22,89.0,0,0,0.003242,0.0,0.0,0
Hieronymus Bosch: Touched by the Devil,2015-11-20,86.0,0,0,0.089967,8.0,1.0,0
Cutting Class,1989-07-01,91.0,0,0,5.379013,5.4,13.0,0
Toomelah,2011-05-16,106.0,0,0,0.541323,6.4,7.0,0
1st to Die,2003-02-23,0.0,0,0,0.231932,3.0,2.0,0
Trapped in a Purple Haze,2000-04-17,120.0,0,0,0.311636,0.0,0.0,0
The Ranch,2004-07-05,90.0,0,0,0.268363,1.3,3.0,0
Say Goodnight,2008-07-22,0.0,0,0,0.175561,5.0,2.0,0
Yeti: Curse of the Snow Demon,2008-11-08,85.0,0,0,0.801891,2.9,13.0,0
Recipe for a Perfect Christmas,2005-12-05,120.0,0,0,0.322377,5.8,2.0,0
Scarlett,1994-11-13,360.0,0,0,1.288235,7.1,6.0,0
Cambio de Ruta,2014-05-23,0.0,0,0,0.876897,7.4,8.0,0
Idlers of the Fertile Valley,1978-10-01,118.0,0,0,0.000603,8.0,2.0,0
The King,2002-11-09,130.0,0,0,0.418789,6.6,4.0,0
How to Get Rid of the Others,2007-01-26,94.0,0,0,1.005852,6.2,5.0,0
Blood on the Land,1966-01-11,0.0,0,0,0.085196,8.0,2.0,0
No Budget Story,1997-01-01,87.0,0,0,0.143834,6.3,4.0,0
When Women Had Tails,1970-12-16,0.0,0,0,1.179922,5.5,7.0,0
People in the Sun,2011-03-04,78.0,0,0,0.328181,7.5,2.0,0
Local Color,2006-09-19,107.0,3250000,32788,1.393391,6.1,8.0,-6467212
Imperium,2016-08-19,109.0,0,35000,8.835928,6.3,381.0,35000
Blush,2015-10-22,85.0,0,0,1.300806,6.2,9.0,0
The Wounded Angel,2016-02-11,113.0,0,0,0.17471,7.3,4.0,0
Road to Istanbul,2016-02-15,100.0,0,0,0.332145,6.8,5.0,0
The Greggs,2014-06-26,20.0,0,0,0.034825,0.0,0.0,0
Boycott,2001-02-24,118.0,0,0,1.513402,5.8,2.0,0
David Brent: Life on the Road,2016-08-19,96.0,0,0,4.341522,6.0,104.0,0
Race 2,2013-01-25,150.0,0,0,1.84199,5.2,31.0,0
The Invisible Maniac,1990-07-13,86.0,0,0,0.885077,4.0,7.0,0
Steel Frontier,1995-03-28,105.0,0,0,0.163373,6.3,3.0,0
Saved by the Bell: Wedding in Las Vegas,1994-10-07,90.0,0,0,0.518179,4.3,11.0,0
Blood Lake,2014-05-25,90.0,0,0,1.790149,4.0,22.0,0
Marcello Marcello,2008-02-01,97.0,0,0,0.288397,5.5,5.0,0
Marock,2005-05-20,105.0,0,0,0.347623,6.1,10.0,0
Casanegra,2009-05-09,131.0,0,0,0.110661,5.5,3.0,0
Horses of God,2013-02-13,115.0,0,0,0.765503,7.5,15.0,0
Scenes from the Class Struggle in Portugal,1977-10-11,90.0,0,0,0.0,0.0,0.0,0
Louis C.K.: One Night Stand,2005-08-19,30.0,0,0,0.841152,7.3,8.0,0
Vintage Tomorrows,2016-07-19,70.0,0,0,0.051763,0.0,0.0,0
The Emperor and the Golem,1952-01-04,144.0,0,0,0.503671,7.2,6.0,0
The Country Doctor,2016-03-23,102.0,0,0,4.308868,6.0,67.0,0
Tomcat,2016-02-13,114.0,0,0,1.022702,0.0,0.0,0
Lost Songs: The Basement Tapes Continued,2014-11-21,106.0,0,0,0.682102,7.8,2.0,0
Big Beat,1993-09-12,110.0,0,0,0.07681,3.5,2.0,0
Fatal Intuition,2015-10-28,109.0,0,0,2.066571,5.8,9.0,0
26 Years,2012-11-29,135.0,4330000,0,1.1939,6.7,14.0,-8660000
I Am Not a Serial Killer,2016-08-26,104.0,0,0,6.409124,6.2,126.0,0
"Cheating Death, Stealing Life: The Eddie Guerrero Story",2004-05-26,44.0,0,0,0.012937,0.0,0.0,0
Frankie Boyle - Live - The Last Days of Sodom,2012-11-18,79.0,0,0,0.383382,7.8,6.0,0
Eddie Pepitone: In Ruins,2014-08-07,64.0,0,0,0.024104,0.0,0.0,0
Fascisti su Marte,2006-10-27,100.0,0,0,0.79326,6.5,13.0,0
Un attore contro - Gian Maria Volonté,2005-10-29,0.0,0,0,0.002357,0.0,0.0,0
"Dave Attell: Hey, Your Mouths Not Pregnant!",2006-04-20,48.0,0,0,0.506726,7.0,1.0,0
The Best of Insomniac with Dave Attell Volume 1,2003-02-04,107.0,0,0,0.102172,9.0,2.0,0
Chris DElia: Incorrigible,2015-04-17,83.0,0,0,0.684656,4.9,8.0,0
2061 - Un anno eccezionale,2007-10-26,0.0,0,0,1.050868,3.3,20.0,0
Figli di Annibale,1998-11-27,0.0,0,0,0.234146,4.0,2.0,0
The Barber of Rio,1996-01-01,105.0,0,0,0.515906,6.6,7.0,0
On the Dark Continent,1993-01-01,110.0,0,0,0.067378,7.0,2.0,0
Puerto Escondido,1992-12-17,0.0,110,0,0.643316,6.5,17.0,-220
On tour,1990-04-06,0.0,0,0,0.177013,7.3,7.0,0
Marrakech Express,1989-11-01,110.0,0,0,2.225285,7.3,22.0,0
I Carabbinieri,1981-04-24,0.0,0,0,0.088992,6.0,1.0,0
Il Ras del quartiere,1983-12-29,88.0,0,0,0.108207,4.3,3.0,0
Eccezzziunale... veramente,1982-01-01,98.0,0,0,0.002538,5.9,41.0,0
In the Popes Eye,1980-09-19,0.0,0,0,0.599294,6.0,9.0,0
High School Record,2005-01-25,0.0,0,0,0.038488,2.0,1.0,0
VHS Massacre: Cult Films and the Decline of Physical Media,2016-06-20,72.0,0,0,1.39872,5.4,7.0,0
These Daughters of Mine,2015-11-09,88.0,0,0,0.762399,6.2,5.0,0
Åke and His World,1984-10-26,99.0,0,0,0.331461,0.5,1.0,0
P & B,1983-12-10,105.0,0,0,0.615923,6.0,1.0,0
The Office Party,1972-10-04,97.0,0,0,0.648098,5.0,2.0,0
The Women on the Roof,1989-09-15,89.0,0,0,0.164654,5.0,1.0,0
s/y Glädjen,1989-05-30,89.0,0,0,0.529432,5.0,1.0,0
Hip hip hurra!,1987-09-04,110.0,0,0,0.607737,5.0,1.0,0
The Serpents Way,1986-12-25,111.0,0,0,0.422714,6.0,2.0,0
The Dogs of Riga,1995-11-09,106.0,0,0,0.407625,4.5,2.0,0
Sista dansen,1993-12-25,113.0,0,0,0.682046,5.3,3.0,0
Murder at the Savoy,1993-10-06,91.0,0,0,0.510797,5.8,4.0,0
The Ox,1991-11-22,92.0,0,0,0.666862,6.5,3.0,0
Kiss Kiss (Bang Bang),2001-11-07,101.0,0,0,1.048992,5.4,11.0,0
Moomins and the Comet Chase,2010-08-06,75.0,0,0,0.212277,4.0,3.0,0
As If I Am Not There,2010-07-26,109.0,0,0,0.509502,6.9,6.0,0
Puppet on a Chain,1971-01-01,98.0,0,0,0.456717,6.7,10.0,0
Last Hijack,2014-04-24,83.0,0,0,0.081242,5.0,1.0,0
3 Hati Dua Dunia Satu Cinta,2010-07-01,100.0,0,0,0.005882,0.0,0.0,0
Kizumonogatari Part 1: Tekketsu,2016-01-08,64.0,0,0,2.312852,7.6,16.0,0
Broken Blade: Book One - The Time of Awakening,2010-05-29,51.0,0,0,0.775251,6.3,6.0,0
Broken Blade: Book Three - The Mark of the Assassins Dagger,2010-10-28,50.0,0,0,0.126082,5.2,3.0,0
Broken Blade: Book Two - The Split Path,2010-06-26,50.0,0,0,0.508495,6.1,4.0,0
Broken Blade: Book Four - The Earth of Calamity,2010-10-29,50.0,0,0,0.490792,5.2,3.0,0
Broken Blade: Book Five - The Horizon Between Life and Death,2011-01-21,50.0,0,0,0.115414,5.2,3.0,0
Broken Blade: Book Six - Enclave of Lamentations,2011-03-25,50.0,0,0,0.429279,8.2,3.0,0
Steins;Gate: The Movie − Load Region of Déjà Vu,2013-04-20,90.0,0,0,3.384668,7.2,44.0,0
Cuisine et dépendances,1993-04-06,96.0,0,0,1.136488,6.3,12.0,0
Agathe Cléry,2008-11-11,113.0,0,0,3.074809,4.8,54.0,0
Ajin: Demi-Human - Compel,2015-11-27,0.0,0,0,1.376617,7.5,8.0,0
Psycho-Pass: The Movie,2015-01-09,113.0,0,0,4.299518,7.2,40.0,0
Last Minute,2016-02-26,98.0,0,0,0.049134,0.0,0.0,0
Dancin Its On,2015-10-16,89.0,0,0,0.140513,4.3,2.0,0
The Black Hole,2015-05-26,111.0,800000,0,0.772555,3.2,10.0,-1600000
Wonder Women!: The Untold Story of American Superheroines,2012-03-10,55.0,0,0,0.111493,6.0,2.0,0
Im Staying,2007-04-19,112.0,1000000,404785,0.594488,5.8,6.0,-1595215
Second Coming,2014-09-02,105.0,0,0,1.046576,5.9,6.0,0
Shell,2012-11-26,90.0,0,0,2.013046,6.4,15.0,0
Hands of Stone,2016-08-26,105.0,20000000,0,6.482559,6.0,110.0,-40000000
Gun Hill,2014-07-02,120.0,0,0,0.897531,6.4,7.0,0
Uncle P,2007-06-26,88.0,0,0,0.109432,7.7,3.0,0
Bending the Rules,2013-03-15,93.0,0,0,0.011789,0.0,0.0,0
The Fits,2016-01-22,71.0,0,0,2.915106,6.7,44.0,0
Morris from America,2016-08-19,89.0,0,0,2.869366,6.0,37.0,0
Figli – Hijos,2001-01-01,0.0,0,0,0.263589,8.3,3.0,0
The Lost Honour of Christopher Jefferies,2014-12-10,130.0,0,0,1.13233,7.2,15.0,0
Nocturna,2015-10-06,92.0,0,0,0.774252,4.6,9.0,0
Arianna,2015-09-24,84.0,0,0,0.374783,6.0,4.0,0
Whats Between Us,2015-01-07,94.0,0,0,0.19332,5.0,1.0,0
Sky,2015-09-16,100.0,0,0,1.563618,6.4,17.0,0
Fools on the Hill,2012-03-08,0.0,0,0,0.008273,0.0,0.0,0
The Triple Echo,1972-01-01,97.0,0,0,0.207603,6.3,3.0,0
War Book,2014-10-13,95.0,0,0,1.860646,5.6,7.0,0
A Life for a Life,1916-05-09,66.0,0,0,0.036471,5.0,1.0,0
Pikadero,2015-09-18,98.0,0,0,0.11171,0.0,0.0,0
Hattrick,2007-03-16,110.0,0,0,0.041647,5.0,1.0,0
The Last Heist,2016-06-17,84.0,0,0,1.888444,4.9,24.0,0
Cool Kids Dont Cry,2012-02-15,105.0,0,0,2.242185,7.9,28.0,0
Burning Bodhi,2016-08-25,93.0,0,0,0.555076,5.7,6.0,0
Shin Godzilla,2016-07-29,120.0,15000000,77000000,9.285519,6.6,152.0,47000000
"Be Silent, Sorrow, Be Silent",1918-05-14,45.0,0,0,0.16121,5.7,3.0,0
The Green Elephant,1999-01-01,86.0,0,0,0.668157,6.0,8.0,0
Sniper: Special Ops,2016-04-03,84.0,0,0,3.88813,5.0,25.0,0
Hard Target 2,2016-07-14,104.0,0,0,5.070828,5.6,44.0,0
Rabbit Seasoning,1952-09-20,7.0,0,0,1.648768,7.1,29.0,0
Cartels,2016-05-19,99.0,7000000,0,6.942043,5.0,13.0,-14000000
Honey 3: Dare to Dance,2016-11-30,97.0,0,0,3.103057,5.1,63.0,0
Winnie-the-Pooh,1969-01-01,11.0,0,0,2.168142,6.5,28.0,0
The Golden Fortress,1974-12-27,120.0,0,0,1.084644,7.9,6.0,0
Secret of the Incas,1954-06-06,100.0,0,0,0.657878,5.1,9.0,0
The Intervention,2016-08-26,90.0,0,0,4.989233,6.1,38.0,0
The Sea of Trees,2016-04-27,110.0,0,0,8.316558,6.3,133.0,0
Highway Patrolman,1991-12-28,100.0,500000,0,0.160818,8.0,2.0,-1000000
Showman,1963-01-02,53.0,0,0,0.002383,0.0,0.0,0
Street Fighter IV: The Ties That Bind,2009-02-17,65.0,0,0,0.745348,5.8,5.0,0
Función de noche,1981-09-26,0.0,0,0,0.093167,5.0,1.0,0
La pelle,1981-08-27,131.0,0,0,0.679038,5.3,4.0,0
Winnie-the-Pooh Goes Visiting,1971-01-01,10.0,0,0,2.082421,6.9,20.0,0
The Peace Killers,1971-09-29,88.0,0,0,0.00022,5.6,5.0,0
XOXO,2016-08-26,92.0,0,0,5.2402,6.0,149.0,0
Honeymoon,2013-08-22,92.0,0,0,0.433842,5.0,3.0,0
Lake Bodom,2016-08-19,90.0,1100000,0,1.78089,5.6,26.0,-2200000
"Poverty, Inc.",2014-07-10,94.0,0,0,0.106243,6.5,2.0,0
Terra,2015-12-01,97.0,0,0,1.47094,9.1,9.0,0
Love Hurts,2002-11-08,104.0,5000000,0,1.138867,6.5,25.0,-10000000
Something Evil,1972-01-21,73.0,0,0,0.759953,5.0,13.0,0
Your Name.,2016-08-26,106.0,0,355298270,34.461252,8.5,1030.0,355298270
Birdboy: The Forgotten Children,2015-09-24,75.0,0,0,0.272941,7.7,7.0,0
Refrigerantes e Canções de Amor,2016-08-25,0.0,0,0,0.867506,0.0,0.0,0
My Babysitters a Vampire,2010-10-08,85.0,0,0,7.671413,5.6,54.0,0
The Rooftop,2013-07-19,0.0,0,0,3.180768,6.1,19.0,0
Window Water Baby Moving,1959-01-01,13.0,0,0,0.83165,7.6,17.0,0
Dan Soder: Not Special,2016-05-21,60.0,0,0,0.042765,0.0,0.0,0
Aurora,2006-11-30,107.0,0,0,0.175627,3.5,2.0,0
Boat Builders,1938-02-25,7.0,0,0,0.37722,7.1,10.0,0
Stella,1950-07-20,83.0,0,0,0.065362,0.0,0.0,0
Wabash Avenue,1950-03-31,92.0,2115000,2039000,0.109913,7.0,1.0,-2191000
Midnight Man,1995-05-09,93.0,0,0,0.065469,7.0,1.0,0
Chevolution,2008-04-01,86.0,0,0,0.266668,5.0,1.0,0
Davy Crockett and the River Pirates,1956-07-18,81.0,0,0,1.173254,5.9,12.0,0
Deep Core,2000-10-21,80.0,0,0,0.210885,3.3,6.0,0
Do You Believe in Miracles? The Story of the 1980 U.S. Hockey Team,2002-01-08,60.0,0,0,0.20375,9.5,2.0,0
Forsaken,2016-02-02,89.0,0,0,1.98305,4.1,7.0,0
Gargoyles,1972-11-21,74.0,0,0,1.032154,5.9,11.0,0
Killjoy,1981-08-24,96.0,0,0,0.15623,10.0,1.0,0
The Thirsting,2006-01-01,90.0,350000,0,0.116875,5.0,1.0,-700000
Our Gang,1922-11-04,20.0,0,0,0.112741,6.7,3.0,0
Refuge,2013-03-22,89.0,100000,0,0.705263,5.3,3.0,-200000
Mexicos Most Wanted,2013-11-15,100.0,0,0,0.055398,6.0,1.0,0
Sequoia,2014-03-09,86.0,0,0,1.415578,6.3,3.0,0
Sequoia,1935-01-16,68.0,0,0,0.079905,0.0,0.0,0
Seven Years Bad Luck,1921-02-06,62.0,0,0,0.141558,5.6,4.0,0
The Architect,2016-05-20,95.0,0,0,2.438503,4.8,9.0,0
The Cuckoos,1930-05-04,97.0,0,0,0.263423,9.0,1.0,0
The Falcon Takes Over,1942-05-29,65.0,0,0,0.333905,6.0,9.0,0
The Forest,1982-01-01,85.0,0,0,0.001133,4.0,14.0,0
The Forest,2011-04-14,98.0,2,0,0.629428,2.5,1.0,-4
The Forest,2002-11-01,105.0,0,0,1.20019,5.0,2.0,0
The Mermaid,1904-01-01,4.0,0,0,0.484001,4.5,10.0,0
Torchy Blane in Panama,1938-05-07,59.0,0,0,0.642796,6.0,2.0,0
Traveling Saleslady,1935-03-28,63.0,0,0,0.390115,6.8,2.0,0
Moss Rose,1947-05-30,82.0,0,0,0.568144,6.0,3.0,0
"No, No, Nanette",1940-12-19,96.0,0,0,0.002995,0.0,0.0,0
The Veils of Bagdad,1953-10-06,82.0,0,0,0.059093,0.0,0.0,0
The Very Private Life of Mister Sim,2015-12-16,0.0,0,0,1.611466,5.9,23.0,0
Eyes of a Thief,2014-10-01,98.0,0,0,0.120442,5.0,1.0,0
On the Other Side,2016-03-04,85.0,0,0,0.402697,8.5,2.0,0
Greetings From Fukushima,2016-03-10,102.0,0,0,0.683367,5.8,9.0,0
A Visit with Truman Capote,1966-01-01,29.0,0,0,0.084996,6.3,2.0,0
Dhamaal,2007-09-07,135.0,0,0,1.342057,6.1,18.0,0
Larry Kramer In Love & Anger,2015-06-29,82.0,0,0,0.426831,6.3,3.0,0
Wondrous Boccaccio,2015-02-26,120.0,0,0,2.689328,5.8,24.0,0
Here Is My Heart,1934-12-28,77.0,0,0,0.18136,7.5,2.0,0
She Loves Me Not,1934-08-31,85.0,0,0,0.002562,0.0,0.0,0
Star Spangled Rhythm,1942-03-05,99.0,0,0,0.538301,6.3,3.0,0
Birth of the Blues,1941-11-07,87.0,0,0,0.581963,5.0,2.0,0
Rhythm on the River,1940-08-28,92.0,0,0,0.846166,0.0,0.0,0
Waikiki Wedding,1937-03-23,89.0,0,0,0.245237,0.0,0.0,0
Welcome Stranger,1947-06-13,107.0,0,0,0.405181,0.0,0.0,0
Out of This World,1945-07-13,96.0,0,0,0.180517,5.0,2.0,0
Here Come the Waves,1944-01-01,99.0,0,0,0.180615,4.0,1.0,0
Little Boy Lost,1953-09-21,95.0,0,0,0.039915,5.0,1.0,0
Just for You,1952-09-27,104.0,0,0,0.002496,0.0,0.0,0
Natural Selection,2016-08-26,100.0,0,0,2.504774,5.7,33.0,0
Say One for Me,1959-06-19,120.0,0,0,0.235525,0.0,0.0,0
Dr. Cooks Garden,1971-01-19,75.0,0,0,0.1501,7.0,2.0,0
My New Partner II,1990-02-07,107.0,0,0,1.468369,6.1,19.0,0
Ripoux 3,2003-12-10,105.0,0,0,2.800132,5.1,16.0,0
Winnie-the-Pooh and a Busy Day,1972-01-01,21.0,0,0,0.755415,6.7,18.0,0
The Mouse Comes to Dinner,1945-01-01,7.0,0,0,1.201802,6.2,8.0,0
Chasing Great,2016-09-01,105.0,0,0,0.645155,9.3,3.0,0
Nahid,2016-01-07,105.0,0,0,1.446837,7.3,8.0,0
The Vanishing Prairie,1954-08-17,71.0,0,0,0.170691,8.0,3.0,0
"Joshua Tree, 1951: A Portrait of James Dean",2012-05-23,93.0,0,0,0.121222,5.3,3.0,0
White Wilderness,1958-08-12,72.0,0,0,0.044624,1.0,1.0,0
Gabi on the Roof in July,2010-02-27,99.0,0,0,0.299291,4.8,3.0,0
The Baltimore Bullet,1980-03-31,103.0,0,0,0.706101,6.0,2.0,0
Iyer the Great,1990-08-31,115.0,0,0,0.378501,0.0,0.0,0
Maheshinte Prathikaaram,2016-02-05,121.0,0,230000,0.656226,7.7,9.0,230000
The Three Must-Get-Theres,1922-08-22,58.0,0,0,0.071781,6.5,2.0,0
Jeff Foxworthy & Larry the Cable Guy: Weve Been Thinking,2016-08-26,74.0,0,0,0.382806,0.0,0.0,0
Tirano Banderas,1993-11-04,0.0,0,0,0.473172,0.0,0.0,0
A Simple Story,1991-09-12,91.0,0,0,0.000844,8.0,1.0,0
Open Doors,1990-01-01,0.0,0,0,0.000578,4.0,3.0,0
Tre colonne in cronaca,1990-03-09,100.0,0,0,0.330152,0.0,0.0,0
Loeuvre au noir,1988-05-13,110.0,0,0,0.53219,5.4,6.0,0
Il caso Moro,1986-01-01,110.0,0,0,0.428693,6.0,3.0,0
Letters from Marusia,1976-06-06,110.0,0,0,0.24592,4.8,5.0,0
The Suspect,1975-02-21,0.0,0,0,0.1082,6.0,2.0,0
Wind from the East,1970-08-19,100.0,0,0,1.797627,8.0,3.0,0
Under The Sign Of Scorpio,1969-04-04,100.0,0,0,0.76046,4.0,2.0,0
The Seven Cervi Brothers,1968-02-16,105.0,0,0,0.056468,0.0,0.0,0
We Still Kill the Old Way,1967-02-22,99.0,0,0,0.991732,5.6,16.0,0
A Man for Burning,1962-06-06,92.0,0,0,1.534874,6.0,2.0,0
Himmatwala,2013-03-29,0.0,0,0,0.157217,3.4,14.0,0
Tees Maar Khan,2010-12-24,135.0,0,0,1.754362,3.7,25.0,0
Rascals,2011-10-06,128.0,0,0,0.228228,2.7,3.0,0
God Tussi Great Ho,2008-08-15,152.0,0,0,0.789268,3.0,5.0,0
Khiladi 786,2012-12-07,139.0,0,126,0.704637,4.5,12.0,126
Demon,2015-09-09,94.0,0,0,2.143813,5.9,26.0,0
Housefull,2010-04-30,135.0,0,0,1.974336,5.2,31.0,0
Maz Jobrani: Im Not a Terrorist But Ive Played One on TV,2015-08-21,77.0,0,0,0.201191,7.8,5.0,0
Murder 2,2011-07-08,127.0,0,0,1.488908,5.6,14.0,0
Murder 3,2013-02-14,124.0,0,0,0.734917,3.9,8.0,0
The Ardennes,2015-10-14,93.0,2200000,0,5.174641,7.2,44.0,-4400000
Batman Unlimited: Mechs vs. Mutants,2016-08-30,72.0,0,0,1.042364,5.2,9.0,0
Birdemic 2: The Resurrection,2013-04-09,82.0,0,0,1.330868,3.2,20.0,0
The Search,2014-11-26,149.0,25000000,0,2.443432,7.1,26.0,-50000000
Haunted Changi,2010-09-02,79.0,0,0,0.207794,4.8,4.0,0
Akkare Akkare Akkare,1990-01-01,150.0,0,0,0.112792,7.3,4.0,0
Yodha,1992-09-02,129.0,0,0,0.80792,8.3,5.0,0
Once Again,2016-08-18,122.0,0,0,0.3861,0.0,0.0,0
Black Road,2015-10-14,80.0,0,0,0.908656,4.9,4.0,0
Bachelors,2016-10-06,86.0,0,0,0.31473,4.2,6.0,0
Tunnel,2016-08-10,126.0,0,0,4.559646,7.2,72.0,0
Polikushka,1922-10-30,0.0,0,0,0.005525,0.0,0.0,0
Just Call Me Nobody,2010-12-03,119.0,10000000,0,0.702693,5.0,4.0,-20000000
Little Sister,2016-10-06,91.0,0,0,2.445975,6.2,29.0,0
Mourning Rock,2000-01-01,87.0,0,0,0.071812,6.0,2.0,0
Certain Women,2016-09-25,107.0,0,1130466,11.684425,6.3,65.0,1130466
The Happiest Day in the Life of Olli Mäki,2016-09-02,92.0,0,0,1.876069,6.9,11.0,0
Aquarius,2016-09-01,140.0,762241,285930,4.860265,7.5,97.0,-1238552
Chasing the Devil,2014-03-07,84.0,0,0,0.524786,3.4,7.0,0
The Home Teachers,2004-01-09,82.0,0,0,0.151532,5.0,3.0,0
Mouse in Manhattan,1945-07-07,8.0,0,0,0.284492,6.5,8.0,0
Comedy Central Roast of Denis Leary,2003-08-10,99.0,0,0,0.371787,7.0,1.0,0
Comedy Central Roast of Jeff Foxworthy,2005-03-20,0.0,0,0,0.62502,6.0,7.0,0
Comedy Central Roast of Larry the Cable Guy,2009-03-15,0.0,0,0,0.832763,6.5,6.0,0
Comedy Central Roast of David Hasselhoff,2010-08-15,90.0,0,0,2.1604,6.8,11.0,0
Comedy Central Roast of Roseanne,2012-08-12,90.0,0,0,0.744095,6.2,11.0,0
Comedy Central Roast of Joan Rivers,2009-08-09,0.0,0,0,0.843221,7.2,6.0,0
Ill Sleep When Im Dead,2016-04-15,82.0,0,0,0.301251,6.4,7.0,0
Terra Nova,2008-08-08,119.0,0,0,0.748532,6.6,10.0,0
Before the Winter Chill,2013-11-26,103.0,0,0,1.99177,6.2,20.0,0
Guernica,2016-04-26,110.0,6229577,0,4.068005,5.3,41.0,-12459154
The Legend of Nigger Charley,1972-03-16,98.0,0,0,0.129052,8.5,2.0,0
Equity,2016-07-29,100.0,0,1605463,2.656999,5.8,40.0,1605463
Cruel Will,2013-12-30,90.0,80000,0,0.417469,3.4,4.0,-160000
Cash Only,2015-07-23,91.0,0,0,1.460679,5.6,8.0,0
Ingrid Bergman: In Her Own Words,2015-05-19,114.0,0,0,1.847581,7.6,14.0,0
Jack,2014-10-09,103.0,0,0,0.879124,7.8,9.0,0
The Amityville Terror,2016-04-01,84.0,500000,0,2.429089,4.4,11.0,-1000000
Can We Take a Joke?,2015-11-13,0.0,0,0,0.687778,7.8,4.0,0
The Jungle,2013-06-30,84.0,0,0,1.164692,3.4,8.0,0
Mamaboy,2017-05-23,124.0,700000,0,1.061991,1.0,1.0,-1400000
Virtual Revolution,2016-10-12,92.0,3200000,0,1.832135,5.5,6.0,-6400000
Landmine Goes Click,2015-03-03,110.0,1000000,0,4.432702,5.7,36.0,-2000000
Bigfoot: The Lost Coast Tapes,2012-09-03,85.0,0,0,1.091795,4.2,14.0,0
Pablo Escobar: King of Cocaine,1998-12-12,60.0,0,0,0.036525,4.0,1.0,0
jazzy@32 (a true story),2016-04-17,7.0,0,0,0.036478,0.0,0.0,0
David Lynch: The Art Life,2017-02-15,90.0,0,0,2.901372,7.2,32.0,0
Waffle Street,2015-09-24,86.0,0,0,3.22727,6.1,43.0,0
Whos Driving Doug,2016-02-26,99.0,1500000,0,0.98172,6.0,3.0,-3000000
Dhanak,2015-02-02,106.0,0,0,0.381319,7.9,7.0,0
Coming to Terms,2013-11-24,89.0,0,0,0.048289,7.0,1.0,0
No Letting Go,2016-03-18,104.0,500000,0,0.724078,8.3,3.0,-1000000
The Work and the Glory,2004-11-24,110.0,7500000,3347647,0.52757,6.1,7.0,-11652353
The Work and the Glory II: American Zion,2005-10-21,100.0,6500000,2025032,0.797014,8.0,6.0,-10974968
The Work and the Glory III: A House Divided,2006-11-22,89.0,6500000,1325092,0.752508,7.5,2.0,-11674908
